"legal_name","dba_name","city","county","zip","address","phone","website","owner_name","owner_age_estimate","owner_age_source","owner_tenure_years","years_in_business","provider_count_estimate","employee_count_estimate","is_distressed","distress_reasons","layer1_base_rate","layer1_comment","layer2_sellability","layer2_comment","layer3_behavioral_trigger","layer3_comment","layer4_market_pull","layer4_comment","final_score","final_tier","final_comment","value_add_thesis","confidence","data_completeness"
"Hurricane Electric","","Santa Fe","Galveston","77510","Po Box 158","4096821000","https://www.hurricanelectric.com/home","Master Electrician (unnamed, 30+ yrs exp)","58","license_tenure_proxy","30","30","","","True","[""business_status: yelp_closed_status_conflicting_with_website"", ""business_closed_or_unverifiable: yelp_closed_status_conflicting_with_website""]","50","Owner has run the business 30 yrs (founded n/a). At 25+ yrs tenure, owner is plausibly 55-62 — approaching exit window but not yet in it. PROXY-ONLY.","75","Established residential-service shop, 30+ yrs tenure, services include . SBA-friendly size band likely. adds recurring-adjacent revenue.","32","Successor verification incomplete — live team-page fetch did not produce sufficient evidence. Per skill guardrail, cannot promote on snippet evidence. Other tells: owner_tenure_30yrs_natural_exit_window.","77","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Galveston county is a secondary TX market. Sub-market: Santa Fe/Galveston (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","25","D_pass","Hurricane Electric: ['business_status: yelp_closed_status_conflicting_with_website', 'business_closed_or_unverifiable: yelp_closed_status_conflicting_with_website']. Successor verification incomplete — live team-page fetch did not produce sufficient evidence. Per skill guardrail, cannot promote on snippet evidence.. Final 25 / Tier D_pass.","","low","0.62"
"Action Electrical Services Inc","","Houston","Harris","77075","9690 Almeda Genoa 304","7139477993","https://actionelectric.co/","Tom Cao","58","license_tenure_proxy","32","32","","","False","[]","50","Owner has run the business 32 yrs (founded 1994). At 25+ yrs tenure, owner is plausibly 55-62 — approaching exit window but not yet in it. PROXY-ONLY.","75","Established residential-service shop, 32+ yrs tenure, services include residential, commercial, industrial, breaker panels. SBA-friendly size band likely. adds recurring-adjacent revenue.","32","Successor verification incomplete — live team-page fetch did not produce sufficient evidence. Per skill guardrail, cannot promote on snippet evidence. Other tells: owner_tenure_32yrs_natural_exit_window.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Harris county is a tier-1 TX metro. Sub-market: premium/tech sub-market Houston (+0). SBA 7(a) financeable; high ETA/search-fund appetite.","55","C_watch","Action Electrical Services Inc in Houston, Harris. Successor verification incomplete — live team-page fetch did not produce sufficient evidence. Per skill guardrail, cannot promote on snippet evidence. Other tells: owner_tenure_32yrs_natural_exit_wind. Final 55 / Tier C_watch.","","low","0.88"
"Qualified Electrical Services","","Tomball","Harris","77375","1327 Pine Brook","2819249157","","","65","license_tenure_proxy","39","39","","","False","[]","65","Owner has run the business 39 yrs (license tenure proxy; founded 1987). At 35+ yrs tenure, owner is plausibly age 60-68 — in the early-exit window. PROXY-ONLY — no OV65 verified.","28","Excluded for residential-thesis fit: commercial industrial focus not residential. Site or third-party sources show this is not a residential-service-primary independent.","30","Live evidence shows an internal successor candidate is in place (per enrichment). Coasting-solo-to-outside-buyer thesis fails. Tells observed but neutralized: .","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Harris county is a tier-1 TX metro. Sub-market: Tomball/Harris (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","40","D_pass","Qualified Electrical Services: excluded. Live evidence shows an internal successor candidate is in place (per enrichment). Coasting-solo-to-outside-buyer thesis fails. Tells observed but neut. Final 40 / Tier D_pass.","","low","0.38"
"Mid-West Electric Co Inc","","Houston","Harris","77018","3828 Pinemont","7136810627","https://mid-westelectric.com/","Cappadonna family (4th generation; founded by brothers John & Phillip Cappadonna in Midland 1948; Mitchell A. + Mitchell P. Cappadonna opened Houston office 1975)","72","license_tenure_proxy","78","78","","","False","[]","78","Owner has run the business 78+ yrs (license tenure proxy: TDLR L# 17308 ≈ 2004-era; site-stated founding 1948). At 50+ yrs personal tenure, owner is almost certainly in the natural-exit window (estimated age 72+). PROXY-ONLY — no OV65 or voter DOB verified.","75","Established residential-service shop, 78+ yrs tenure, services include electrical contracting, service & maintenance, low-voltage, corporate. SBA-friendly size band likely. adds recurring-adjacent revenue.","30","Live evidence shows an internal successor candidate is in place (per enrichment). Coasting-solo-to-outside-buyer thesis fails. Tells observed but neutralized: no_customer_portal, no_modern_fsm_software.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Harris county is a tier-1 TX metro. Sub-market: premium/tech sub-market Houston (+0). SBA 7(a) financeable; high ETA/search-fund appetite.","63","C_watch","Demoted from B to C_watch — live evidence shows internal successor candidate is in place (per enrichment): 4th-generation family business with active Cappadonna family members per Growjo (Matthew Cappadonna). Internal succession clearly in place. NOT a coasting-solo-owner profile.. Coasting-solo-to-outside-buyer thesis fails; structured internal buy-in is the natural exit. Re-evaluate in 90 days if internal-buy-in stalls.","no customer portal — service history + billing transparency drives retention. Plus a multi-trade buyer (Wrench Group / Apex Service Partners) would pay 7-9× EBITDA for a clean residential-service base.","low","1.0"
"Precision Electric Llc","","Alvin","Brazoria","77511","4814 Kentington Drive","2813310158","","Precision Electric Llc","","license_tenure_proxy","","","","","False","[]","55","License number 17315 indicates 2004-era issuance; owner-tenure estimate ~22 yrs. PROXY-ONLY — no website/team-page enrichment performed.","50","TDLR-active Electrical Contractor license (L#17315) confirms operating status. No website / size / services data enriched. Defaulting to median sellability pending further verification.","25","No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.","77","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Brazoria county is a secondary TX market. Sub-market: Alvin/Brazoria (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","48","C_watch","Precision Electric Llc in Alvin, Brazoria. No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.. Final 48 / Tier C_watch.","","low","0.25"
"Keiser Electric, Inc.","","Haltom City","Tarrant","76117","4017 Clay Ave Ste E","8173192796","https://keiserelectric.com/","Alan Keiser","72","license_tenure_proxy","71","71","","","False","[]","78","Owner has run the business 71+ yrs (license tenure proxy: TDLR L# 17317 ≈ 2004-era; site-stated founding 1955). At 50+ yrs personal tenure, owner is almost certainly in the natural-exit window (estimated age 72+). PROXY-ONLY — no OV65 or voter DOB verified.","83","Established residential-service shop, 71+ yrs tenure, services include residential, commercial, standby generators, solar panel integration. SBA-friendly size band likely. adds recurring-adjacent revenue.","32","Successor verification incomplete — live team-page fetch did not produce sufficient evidence. Per skill guardrail, cannot promote on snippet evidence. Other tells: no_online_booking, no_customer_portal, no_modern_fsm_software, owner_tenure_71yrs_natural_exit_window.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Tarrant county is a tier-1 TX metro. Sub-market: Haltom City/Tarrant (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","66","B_forward","Keiser Electric, Inc. in Haltom City, Tarrant. 71 yrs in business. Successor verification incomplete — live team-page fetch did not produce sufficient evidence. Per skill guardrail, cannot promote on snippet evidence. Other tells: no_online_booking, no_customer_porta. Final 66 / L1 78 / L2 83 / L3 32 / L4 80. Tier B — forward to buyer community.","no online booking visible — Housecall Pro / ServiceTitan integration alone could lift booking conversion 15-25% no customer portal — service history + billing transparency drives retention. Plus a multi-trade buyer (Wrench Group / Apex Service Partners) would pay 7-9× EBITDA for a clean residential-service base.","low","1.0"
"Dausin Electric Co","","San Antonio","Bexar","78219","8007 Ne Loop 410","2106616736","https://www.dausinelectric.com/","Ronald Dausin + Irene Dausin (founders, 1985)","65","license_tenure_proxy","41","41","","150","False","[]","65","Owner has run the business 41 yrs (license tenure proxy; founded 1985). At 35+ yrs tenure, owner is plausibly age 60-68 — in the early-exit window. PROXY-ONLY — no OV65 verified.","67","Established residential-service shop, 41+ yrs tenure, services include commercial new construction & remodel, residential, utility. SBA-friendly size band likely. adds recurring-adjacent revenue.","82","Coasting tells stacked (5): stale_footer_copyright (2016 (10 yrs stale)), no_customer_portal, no_modern_fsm_software, owner_tenure_41yrs_natural_exit_window, no_internal_successor_verified_via_live_fetch. Live team-page evidence supports no-internal-successor read.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Bexar county is a tier-1 TX metro. Sub-market: San Antonio/Bexar (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","73","B_forward","DEEP-DIVE DEMOTED FROM A TO B (reason: owner_age_proxy_only). Dausin Electric Co in San Antonio, Bexar. 41 yrs in business. Coasting tells stacked (5): stale_footer_copyright (2016 (10 yrs stale)), no_customer_portal, no_modern_fsm_software, owner_tenure_41yrs_natural_exit_window, no_internal_successor_verified_via_live_fe. Final 73 / L1 65 / L2 67 / L3 82 / L This candidate scored as a 'would-be A_acquire_self' on coasting tells and live team-page verification, but per skill protocol A-tier requires OV65 (homestead) or voter-file DOB verification. Owner age is currently sourced from license_tenure_proxy (41 yrs in business) → demoted to B_forward. Recommended next step: Phase-5-only re-run with CAD scraper (HCAD/DCAD/TCAD/BCAD) and TX voter-file lookup on the owner-of-record.","no customer portal — service history + billing transparency drives retention. Plus a multi-trade buyer (Wrench Group / Apex Service Partners) would pay 7-9× EBITDA for a clean residential-service base.","medium","1.0"
"Travis Electric","","San Antonio","Bexar","78238","2139 William Travis","2105099546","https://travis-electricservices.com/","Rogelio B. Garcia / Rocky Garcia","65","license_tenure_proxy","42","42","","","False","[]","65","Owner has run the business 42 yrs (license tenure proxy; founded 1984). At 35+ yrs tenure, owner is plausibly age 60-68 — in the early-exit window. PROXY-ONLY — no OV65 verified.","75","Established residential-service shop, 42+ yrs tenure, services include residential, Boerne/SA area routine maintenance, emergency repair, upgrades. SBA-friendly size band likely. adds recurring-adjacent revenue.","30","Live evidence shows an internal successor candidate is in place (per enrichment). Coasting-solo-to-outside-buyer thesis fails. Tells observed but neutralized: .","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Bexar county is a tier-1 TX metro. Sub-market: San Antonio/Bexar (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","59","C_watch","Travis Electric in San Antonio, Bexar. Live evidence shows an internal successor candidate is in place (per enrichment). Coasting-solo-to-outside-buyer thesis fails. Tells observed but neutralized: .. Final 59 / Tier C_watch.","","low","0.88"
"Voltmaster Electric Inc","","Cypress","Harris","77429","17329 Queenslake Dr","2819336910","","Voltmaster Electric Inc","","license_tenure_proxy","","","","","False","[]","55","License number 17329 indicates 2004-era issuance; owner-tenure estimate ~22 yrs. PROXY-ONLY — no website/team-page enrichment performed.","50","TDLR-active Electrical Contractor license (L#17329) confirms operating status. No website / size / services data enriched. Defaulting to median sellability pending further verification.","25","No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Harris county is a tier-1 TX metro. Sub-market: Cypress/Harris (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","48","C_watch","Voltmaster Electric Inc in Cypress, Harris. No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.. Final 48 / Tier C_watch.","","low","0.25"
"Mather Electric Llc","","Leander","Williamson","78641","12900 Trails End Road Suite D","5128448948","https://matherelectric.com/","Dale Mather (VP, 40+ yrs experience), Melanie Mather (President), with Bobby + Jillian Mather in 2nd-gen roles","52","license_tenure_proxy","24","24","","","False","[]","38","Owner has run the business 24 yrs (founded 2002). At 15-25 yrs tenure, owner is plausibly 48-58 — pre-exit window.","28","Excluded for residential-thesis fit: commercial industrial union shop not residential. Site or third-party sources show this is not a residential-service-primary independent.","30","Live evidence shows an internal successor candidate is in place (per enrichment). Coasting-solo-to-outside-buyer thesis fails. Tells observed but neutralized: no_online_booking, no_ev_charger_service (2026 coasting tell), no_customer_portal.","83","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Williamson county is a tier-1 TX metro. Sub-market: premium/tech sub-market Leander (+3). SBA 7(a) financeable; high ETA/search-fund appetite.","40","D_pass","Mather Electric Llc: excluded. Live evidence shows an internal successor candidate is in place (per enrichment). Coasting-solo-to-outside-buyer thesis fails. Tells observed but neut. Final 40 / Tier D_pass.","","medium","1.0"
"Cummings Electrical, L.P.","","Fort Worth","Tarrant","76155","14900 Grand River Rd Ste 124","8173555300","https://www.cummingselec.com/","","","license_tenure_proxy","","","","","False","[]","55","License number 17336 indicates 2004-era issuance; owner-tenure estimate ~22 yrs. PROXY-ONLY — no website/team-page enrichment performed.","28","Excluded for residential-thesis fit: commercial industrial too large. Site or third-party sources show this is not a residential-service-primary independent.","30","Live evidence shows an internal successor candidate is in place (per enrichment). Coasting-solo-to-outside-buyer thesis fails. Tells observed but neutralized: .","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Tarrant county is a tier-1 TX metro. Sub-market: Fort Worth/Tarrant (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","40","D_pass","Cummings Electrical, L.P.: excluded. Live evidence shows an internal successor candidate is in place (per enrichment). Coasting-solo-to-outside-buyer thesis fails. Tells observed but neut. Final 40 / Tier D_pass.","","low","0.5"
"Puckett Electric Co, Inc","","Garland","Dallas","75041","2602 Industrial Ln","9728640020","https://www.puckettelectric.com/","Puckett family (3rd generation, since 1976)","72","license_tenure_proxy","50","50","","","False","[]","78","Owner has run the business 50+ yrs (license tenure proxy: TDLR L# 17345 ≈ 2004-era; site-stated founding 1976). At 50+ yrs personal tenure, owner is almost certainly in the natural-exit window (estimated age 72+). PROXY-ONLY — no OV65 or voter DOB verified.","75","Established residential-service shop, 50+ yrs tenure, services include residential, commercial, maintenance. SBA-friendly size band likely. adds recurring-adjacent revenue.","30","Live evidence shows an internal successor candidate is in place (per enrichment). Coasting-solo-to-outside-buyer thesis fails. Tells observed but neutralized: .","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Dallas county is a tier-1 TX metro. Sub-market: Garland/Dallas (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","63","C_watch","Demoted from B to C_watch — live evidence shows internal successor candidate is in place (per enrichment): 3rd generation Puckett family explicitly named. Internal succession in place.. Coasting-solo-to-outside-buyer thesis fails; structured internal buy-in is the natural exit. Re-evaluate in 90 days if internal-buy-in stalls.","AI front-desk + online booking integration (Housecall Pro / ServiceTitan migration) + automated review generation + recurring 'panel maintenance plan' membership model + add EV-charger install line (high-margin, 2026 growth) + add generator maintenance contracts (RMR) + technician hiring funnel. A multi-trade buyer (Wrench Group / Apex Service Partners) would pay 7-9× EBITDA for a clean residential-service base.","low","1.0"
"Colwell Electric","","Houston","Harris","77040","6829 Guhn Road","7138494427","https://www.colwellelectric.com/","Colwell family (2nd-generation, 3 generations of service per about page; founded 1990)","65","license_tenure_proxy","36","36","","50","False","[]","65","Owner has run the business 36 yrs (license tenure proxy; founded 1990). At 35+ yrs tenure, owner is plausibly age 60-68 — in the early-exit window. PROXY-ONLY — no OV65 verified.","79","Established residential-service shop, 36+ yrs tenure, services include residential, commercial, automatic transfer switches, emergency response. SBA-friendly size band likely. adds recurring-adjacent revenue.","30","Live evidence shows an internal successor candidate is in place (per enrichment). Coasting-solo-to-outside-buyer thesis fails. Tells observed but neutralized: .","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Harris county is a tier-1 TX metro. Sub-market: premium/tech sub-market Houston (+0). SBA 7(a) financeable; high ETA/search-fund appetite.","60","C_watch","Demoted from B to C_watch — live evidence shows internal successor candidate is in place (per enrichment): 2nd-generation + 7 Master Electricians on staff. Multiple internal successors. NOT an off-market thesis.. Coasting-solo-to-outside-buyer thesis fails; structured internal buy-in is the natural exit. Re-evaluate in 90 days if internal-buy-in stalls.","AI front-desk + online booking integration (Housecall Pro / ServiceTitan migration) + automated review generation + recurring 'panel maintenance plan' membership model + add EV-charger install line (high-margin, 2026 growth) + add generator maintenance contracts (RMR) + technician hiring funnel. A multi-trade buyer (Wrench Group / Apex Service Partners) would pay 7-9× EBITDA for a clean residential-service base.","low","1.0"
"Zubras Electric, Inc","","Dallas","Dallas","75227","4221 Cedar Lake Drive","2143196900","https://zubraselectric.com/","Simon E. Zubras (President), Phyllis B. Zubras (Sec/Treasurer)","58","license_tenure_proxy","31","31","","","False","[]","50","Owner has run the business 31 yrs (founded 1995). At 25+ yrs tenure, owner is plausibly 55-62 — approaching exit window but not yet in it. PROXY-ONLY.","79","Established residential-service shop, 31+ yrs tenure, services include residential electrical, commercial, energy management, Generac generator service. SBA-friendly size band likely. adds recurring-adjacent revenue.","82","Coasting tells stacked (7): no_online_booking, no_ev_charger_service (2026 coasting tell), no_customer_portal, no_modern_fsm_software, radio_dispatched_old_school, owner_tenure_31yrs_natural_exit_window. Live team-page evidence supports no-internal-successor read.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Dallas county is a tier-1 TX metro. Sub-market: Dallas/Dallas (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","71","B_forward","DEEP-DIVE DEMOTED FROM A TO B (reason: owner_age_proxy_only). Zubras Electric, Inc in Dallas, Dallas. 31 yrs in business. Coasting tells stacked (7): no_online_booking, no_ev_charger_service (2026 coasting tell), no_customer_portal, no_modern_fsm_software, radio_dispatched_old_school, owner_tenure_31yrs_natural_exit_wind. Final 71 / L1 50 / L2 79 / L3 82 / L4  This candidate scored as a 'would-be A_acquire_self' on coasting tells and live team-page verification, but per skill protocol A-tier requires OV65 (homestead) or voter-file DOB verification. Owner age is currently sourced from license_tenure_proxy (31 yrs in business) → demoted to B_forward. Recommended next step: Phase-5-only re-run with CAD scraper (HCAD/DCAD/TCAD/BCAD) and TX voter-file lookup on the owner-of-record.","no online booking visible — Housecall Pro / ServiceTitan integration alone could lift booking conversion 15-25% no EV-charger install line — adding Level-2 EV-charger install in a TX metro is a 2026 high-margin gap no customer portal — service history + billing transparency drives retention. Plus a multi-trade buyer (Wrench Group / Apex Service Partners) would pay 7-9× EBITDA for a clean residential-service base.","medium","1.0"
"Lyons Electric Inc","","Austin","Travis","78728","3400 Mocha Trail","5125874977","https://www.lyonselectric.com/","Steven Lyons (and Donna Lyons)","52","license_tenure_proxy","23","23","","","False","[]","38","Owner has run the business 23 yrs (founded 2003). At 15-25 yrs tenure, owner is plausibly 48-58 — pre-exit window.","65","Mid-tenured residential-service shop (23 yrs). Plausibly SBA-7(a) financeable size.","82","Coasting tells stacked (5): no_online_booking, no_ev_charger_service (2026 coasting tell), no_customer_portal, no_modern_fsm_software, no_internal_successor_verified_via_live_fetch. Live team-page evidence supports no-internal-successor read.","83","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Travis county is a tier-1 TX metro. Sub-market: premium/tech sub-market Austin (+3). SBA 7(a) financeable; high ETA/search-fund appetite.","65","B_forward","DEEP-DIVE DEMOTED FROM A TO B (reason: owner_age_proxy_only). Lyons Electric Inc in Austin, Travis. 23 yrs in business. Coasting tells stacked (5): no_online_booking, no_ev_charger_service (2026 coasting tell), no_customer_portal, no_modern_fsm_software, no_internal_successor_verified_via_live_fetch. Live team-page evi. Final 65 / L1 38 / L2 65 / L3 82 / L4 83 This candidate scored as a 'would-be A_acquire_self' on coasting tells and live team-page verification, but per skill protocol A-tier requires OV65 (homestead) or voter-file DOB verification. Owner age is currently sourced from license_tenure_proxy (23 yrs in business) → demoted to B_forward. Recommended next step: Phase-5-only re-run with CAD scraper (HCAD/DCAD/TCAD/BCAD) and TX voter-file lookup on the owner-of-record.","no online booking visible — Housecall Pro / ServiceTitan integration alone could lift booking conversion 15-25% no EV-charger install line — adding Level-2 EV-charger install in a TX metro is a 2026 high-margin gap no customer portal — service history + billing transparency drives retention. Plus a multi-trade buyer (Wrench Group / Apex Service Partners) would pay 7-9× EBITDA for a clean residential-service base.","medium","1.0"
"Express Electrical Services Inc","","Houston","Harris","77015","502 Freeport","7134554928","","Express Electrical Services Inc","","license_tenure_proxy","","","","","False","[]","55","License number 17370 indicates 2004-era issuance; owner-tenure estimate ~22 yrs. PROXY-ONLY — no website/team-page enrichment performed.","50","TDLR-active Electrical Contractor license (L#17370) confirms operating status. No website / size / services data enriched. Defaulting to median sellability pending further verification.","25","No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Harris county is a tier-1 TX metro. Sub-market: premium/tech sub-market Houston (+0). SBA 7(a) financeable; high ETA/search-fund appetite.","48","C_watch","Express Electrical Services Inc in Houston, Harris. No website / Wayback / review-velocity / team-page enrichment performed. Cannot verify coasting tells. PROXY-ONLY — capping L3 at 25.. Final 48 / Tier C_watch.","","low","0.25"
"Petri Electric, Inc","","Richardson","Dallas","75081","907 N Bowser Road","9726445407","https://petri-electric.com/","Petri family","65","license_tenure_proxy","46","46","","","False","[]","65","Owner has run the business 46 yrs (license tenure proxy; founded 1980). At 35+ yrs tenure, owner is plausibly age 60-68 — in the early-exit window. PROXY-ONLY — no OV65 verified.","75","Established residential-service shop, 46+ yrs tenure, services include residential, commercial, industrial. SBA-friendly size band likely. adds recurring-adjacent revenue.","32","Successor verification incomplete — live team-page fetch did not produce sufficient evidence. Per skill guardrail, cannot promote on snippet evidence. Other tells: owner_tenure_46yrs_natural_exit_window.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Dallas county is a tier-1 TX metro. Sub-market: Richardson/Dallas (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","60","B_forward","Petri Electric, Inc in Richardson, Dallas. 46 yrs in business. Successor verification incomplete — live team-page fetch did not produce sufficient evidence. Per skill guardrail, cannot promote on snippet evidence. Other tells: owner_tenure_46yrs_natural_exit_wind. Final 60 / L1 65 / L2 75 / L3 32 / L4 80. Tier B — forward to buyer community.","AI front-desk + online booking integration (Housecall Pro / ServiceTitan migration) + automated review generation + recurring 'panel maintenance plan' membership model + add EV-charger install line (high-margin, 2026 growth) + add generator maintenance contracts (RMR) + technician hiring funnel. A multi-trade buyer (Wrench Group / Apex Service Partners) would pay 7-9× EBITDA for a clean residential-service base.","low","0.88"
"Garrin Electric, Inc","","Dallas","Dallas","75247","4846 Don Drive","2145281555","","","","license_tenure_proxy","","","","","True","[""business_status: yelp_listed_as_closed_may_2026"", ""business_closed_or_unverifiable: yelp_listed_as_closed_may_2026""]","55","License number 17378 indicates 2004-era issuance; owner-tenure estimate ~22 yrs. PROXY-ONLY — no website/team-page enrichment performed.","35","Insufficient tenure/size data. Defaulting low.","32","Successor verification incomplete — live team-page fetch did not produce sufficient evidence. Per skill guardrail, cannot promote on snippet evidence. Other tells: none.","80","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Dallas county is a tier-1 TX metro. Sub-market: Dallas/Dallas (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","25","D_pass","Garrin Electric, Inc: ['business_status: yelp_listed_as_closed_may_2026', 'business_closed_or_unverifiable: yelp_listed_as_closed_may_2026']. Successor verification incomplete — live team-page fetch did not produce sufficient evidence. Per skill guardrail, cannot promote on snippet evidence.. Final 25 / Tier D_pass.","","low","0.25"
"Major Electric","","Pinehurst","Montgomery","77362","206 W Rolling Wood St","2816423388","","","","license_tenure_proxy","","","","","True","[""business_closed_or_unverifiable: no_web_presence_could_not_verify""]","55","License number 17379 indicates 2004-era issuance; owner-tenure estimate ~22 yrs. PROXY-ONLY — no website/team-page enrichment performed.","28","Excluded for residential-thesis fit: no web presence could not verify. Site or third-party sources show this is not a residential-service-primary independent.","32","Successor verification incomplete — live team-page fetch did not produce sufficient evidence. Per skill guardrail, cannot promote on snippet evidence. Other tells: none.","77","TX residential electrical is a top-3 active rollup vertical in 2026 (Wrench Group, Apex Service Partners, Service Champions Holdings, Sila Services all actively bolt-on; multi-trade umbrellas paying 7-11× EBITDA on $1M+, 5-7× on smaller bolt-ons). Montgomery county is a secondary TX market. Sub-market: Pinehurst/Montgomery (no premium nudge). SBA 7(a) financeable; high ETA/search-fund appetite.","25","D_pass","Major Electric: ['business_closed_or_unverifiable: no_web_presence_could_not_verify']. Successor verification incomplete — live team-page fetch did not produce sufficient evidence. Per skill guardrail, cannot promote on snippet evidence.. Final 25 / Tier D_pass.","","low","0.25"
