"legal_name","dba_name","city","county","zip","address","phone","website","owner_name","owner_age_estimate","owner_age_source","owner_tenure_years","years_in_business","provider_count_estimate","employee_count_estimate","is_distressed","distress_reasons","layer1_base_rate","layer1_comment","layer2_sellability","layer2_comment","layer3_behavioral_trigger","layer3_comment","layer4_market_pull","layer4_comment","final_score","final_tier","final_comment","value_add_thesis","confidence","data_completeness"
"Park Cities Neuropathy & Wellness","Park Cities Neuropathy & Wellness","Dallas","Dallas","","","","https://www.highlandparkchiropractors.com/","Dr. Petersen (SMU team chiro)","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Highland Park premium ZIP; live team-page not directly fetched. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Dallas (Dallas) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Highland Park premium ZIP; live team-page not directly fetched. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Core Lifestyle Clinic","Core Lifestyle Clinic","Dallas","Dallas","","","","https://www.corelifestyleclinic.com/","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Park Cities area; live team-page not fetched. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Dallas (Dallas) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Park Cities area; live team-page not fetched. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Draughon Chiropractic","Draughon Chiropractic","Mesquite","Dallas","","","","https://www.draughonchiropractic.com/","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Multi-area East Dallas; live team-page not fetched. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Mesquite (Dallas) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Multi-area East Dallas; live team-page not fetched. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Texas Injury Clinic","Texas Injury Clinic","Fort Worth","Tarrant","","2121 North Main Street","","https://www.texasinjuryclinic.com/","Dr. Mark Williams","","license_tenure_proxy","30","30","","","False","[]","50","Owner age = license_tenure_proxy or unknown. Tenure ~30 yrs. Capping L1 per insufficient verification.","60","Williams since 1995; clinic founded 1999; PI-injury focus. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Fort Worth (Tarrant) — TX major metro priority county.","50","C_watch","Spine entry, live team-page not fetched in this run. Williams since 1995; clinic founded 1999; PI-injury focus. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Jernigan Chiropractic","James Matthew Jernigan DC","Fort Worth","Tarrant","","","","","James Matthew Jernigan DC FICC","","license_tenure_proxy","35","35","","","False","[]","50","Owner age = license_tenure_proxy or unknown. Tenure ~35 yrs. Capping L1 per insufficient verification.","60","35+ yrs Fort Worth; website unknown; no live team-page fetched. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Fort Worth (Tarrant) — TX major metro priority county.","50","C_watch","Spine entry, live team-page not fetched in this run. 35+ yrs Fort Worth; website unknown; no live team-page fetched. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Meyer Chiropractic Center","Meyer Chiropractic Center","Arlington","Tarrant","76017","5520 South Cooper Street #111","","https://www.meyerchiro.com/","Dr. Paul Meyer","","license_tenure_proxy","40","40","","","False","[]","50","Owner age = license_tenure_proxy or unknown. Tenure ~40 yrs. Capping L1 per insufficient verification.","60","Founded 1985 per home-page fetch 2026-05-17; team page returned 404 = unable to verify successor — capped at C_watch per skill non-negotiable §2. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Arlington (Tarrant) — TX major metro priority county.","50","C_watch","Spine entry, live team-page not fetched in this run. Founded 1985 per home-page fetch 2026-05-17; team page returned 404 = unable to verify successor — capped at C_watch per skill non-negotiable §2. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Sandvall Chiropractic","Chiropractic Care Solutions","Arlington","Tarrant","","","","","Dr. Dale Sandvall","","license_tenure_proxy","30","30","","","False","[]","50","Owner age = license_tenure_proxy or unknown. Tenure ~30 yrs. Capping L1 per insufficient verification.","60","30+ yrs experience claim from search snippet. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Arlington (Tarrant) — TX major metro priority county.","50","C_watch","Spine entry, live team-page not fetched in this run. 30+ yrs experience claim from search snippet. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Manley Chiropractic","Manley Chiropractic","Arlington","Tarrant","","","","","Dr. Jeff Manley","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Family-owned per search snippet; no website found. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Arlington (Tarrant) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Family-owned per search snippet; no website found. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"LiveWell Chiropractic & Wellness","LiveWell DFW","Hurst","Tarrant","76054","749 Lonesome Dove Trail","","https://www.livewelldfw.com/","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Multi-area DFW practice. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Hurst (Tarrant) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Multi-area DFW practice. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Optimum Chiropractic & Wellness","Optimum Chiropractic & Wellness","Colleyville","Tarrant","76034","6224 Colleyville Blvd Ste B","","https://www.optimumchiropracticwellness.com/","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Colleyville/Grapevine premium ZIPs. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Colleyville (Tarrant) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Colleyville/Grapevine premium ZIPs. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Touch of Life Chiropractic","Touch of Life Chiropractic","Austin","Travis","","","","","Dr. Robin","","license_tenure_proxy","33","33","","","False","[]","50","Owner age = license_tenure_proxy or unknown. Tenure ~33 yrs. Capping L1 per insufficient verification.","60","Austin since 1992 per search snippet. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Austin (Travis) — TX major metro priority county.","50","C_watch","Spine entry, live team-page not fetched in this run. Austin since 1992 per search snippet. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Austin Holistic Health (Dr. John Bandy)","Austin Holistic Health","Austin","Travis","","","","https://www.austinholistichealth.com/","Dr. John Bandy","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Holistic established. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Austin (Travis) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Holistic established. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Westlake Chiropractic PLLC","Westlake Chiropractic","Austin","Travis","78746","300 Beardsley Ln Ste C201","","https://www.westlakechiropractic.com/","Dr. Katerina Sheffield Dickey","","license_tenure_proxy","15","15","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~15 yrs. Capping L1 per insufficient verification.","60","Founded 2010 — younger practice; Westlake premium. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Austin (Travis) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Founded 2010 — younger practice; Westlake premium. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Family Chiropractic Center West Lake Hills","Family Chiropractic Center","West Lake Hills","Travis","78746","4201 Bee Caves Rd Suite C-212","","https://www.famchiro.com/","Dr. Mark Sanders + Dr. Steven Peters","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","2 DCs — partnership structure. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","West Lake Hills (Travis) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. 2 DCs — partnership structure. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Austin Longevity Center","Austin Longevity Center","Austin","Travis","","","","https://austinlongevity.com/","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Westlake Hills premium. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Austin (Travis) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Westlake Hills premium. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Alamo Heights Chiropractic Health Center","Alamo Heights Chiropractic","San Antonio","Bexar","78212","4501 McCullough Ave","","https://www.alamoheightschiropractic.com/","Dr. Taylor","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Three-phase wellness; live team-page not directly fetched. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","San Antonio (Bexar) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Three-phase wellness; live team-page not directly fetched. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"San Antonio Family Chiropractic","San Antonio Family Chiropractic","San Antonio","Bexar","","9386 Huebner Road Suite 100","","https://safamilychiro.com/","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Site ECONNREFUSED on fetch 2026-05-17 = disqualifying — capped at C_watch. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","San Antonio (Bexar) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Site ECONNREFUSED on fetch 2026-05-17 = disqualifying — capped at C_watch. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Stone Oak Chiropractic","Stone Oak Chiropractic","San Antonio","Bexar","78258","510 Med Court Suite 207","","","Dr. Tina Grau","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Established Stone Oak; no website found. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","San Antonio (Bexar) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Established Stone Oak; no website found. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Golab Center","Golab Center for Back & Joint Relief","San Antonio","Bexar","","","","https://www.drgolabdc.com/","Dr. Michael Golab","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Live team-page not directly fetched. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","San Antonio (Bexar) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Live team-page not directly fetched. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Advantage Chiropractic & Physical Therapy","Advantage CPT","San Antonio","Bexar","","","","https://www.advantagecpt.com/","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Live team-page not directly fetched. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","San Antonio (Bexar) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Live team-page not directly fetched. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Farrar Family Chiropractic","Farrar Family Chiropractic","Plano","Collin","","","","https://www.farrarchiro.com/","Dr. Kevin Farrar","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Plano/McKinney; live team-page not fetched. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Plano (Collin) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Plano/McKinney; live team-page not fetched. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Spector Chiropractic PLLC","Spector Chiropractic","Plano","Collin","","","","https://www.spectorchiropracticdfw.com/","Dr. Spector","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Plano established. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Plano (Collin) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Plano established. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Craig Ranch Chiropractic","Chiropractor McKinney TX","McKinney","Collin","","","","https://www.chiropractorsmckinney.com/","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Multi-area McKinney. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","McKinney (Collin) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Multi-area McKinney. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Frisco Chiropractor","Frisco Chiropractor","Frisco","Collin","75034","","","https://www.frisco-chiropractor.com/","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","75034 established. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Frisco (Collin) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. 75034 established. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Taylor Family Chiropractic","Taylor Family Chiropractic Frisco","Frisco","Collin","","","","https://www.drmarktaylor.com/","Dr. Mark Taylor","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Family practice. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Frisco (Collin) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Family practice. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Eldorado Chiropractic","Eldorado Chiropractic","McKinney","Collin","","","","https://www.chiropractormckinney.com/","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","McKinney/Frisco. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","McKinney (Collin) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. McKinney/Frisco. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Wojnicki Chiropractic","Wojnicki Chiropractic","Allen","Collin","","","","","Dr. Wojnicki","","license_tenure_proxy","20","20","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~20 yrs. Capping L1 per insufficient verification.","60","Allen 20+ years claim. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Allen (Collin) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Allen 20+ years claim. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Allen Family Chiropractic","Allen Family Chiropractic","Allen","Collin","","","","","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Allen family practice; no live URL. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Allen (Collin) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Allen family practice; no live URL. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Wylie Wellness Chiropractic","Wylie Wellness Chiropractic","Wylie","Collin","","","","","Dr. Joel Davis","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Wylie renowned; no website verified. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Wylie (Collin) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Wylie renowned; no website verified. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Southwestern Chiropractic and Wellness Center","Southwestern Chiropractic","Wylie","Collin","","","","https://southwesternchiropractic.com/","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Multi-area Wylie/Sachse/Lavon/Murphy. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Wylie (Collin) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Multi-area Wylie/Sachse/Lavon/Murphy. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Family Chiropractic Center Denton","The Family Chiropractic Center","Denton","Denton","","","","http://www.thefamilychiropracticcenter.com/","Dr. Jan Nix + Dr. Chuck Tillotson","","license_tenure_proxy","26","26","","","False","[]","50","Owner age = license_tenure_proxy or unknown. Tenure ~26 yrs. Capping L1 per insufficient verification.","60","SSL cert error on team-page fetch 2026-05-17 = disqualifying per skill rules; husband-wife Parker 1999 grads. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Denton (Denton) — TX major metro priority county.","50","C_watch","Spine entry, live team-page not fetched in this run. SSL cert error on team-page fetch 2026-05-17 = disqualifying per skill rules; husband-wife Parker 1999 grads. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Edwards Family Chiropractic","Edwards Family Chiropractic Denton","Denton","Denton","","","","https://www.edwardsfamilychiropractic.com/","Dr. Edwards","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Family practice established. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Denton (Denton) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Family practice established. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Williams Wellness Chiropractic","Williams Wellness Chiropractic","Cedar Park","Williamson","","","","https://williamswellnesschiropractic.com/","Dr. Jason Williams","","license_tenure_proxy","10","10","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~10 yrs. Capping L1 per insufficient verification.","60","Established 2015 — under 5-yr-tenure-relative-to-owner concern → cap. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Cedar Park (Williamson) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Established 2015 — under 5-yr-tenure-relative-to-owner concern → cap. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Cedar Park Family Chiropractic","Cedar Park Family Chiropractic","Cedar Park","Williamson","","","","https://www.cedarparkfamilychiropractic.com/","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Sports therapy; live team-page not fetched. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Cedar Park (Williamson) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Sports therapy; live team-page not fetched. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Melot Chiropractic","Melot Chiropractic","Cedar Park","Williamson","","","","https://www.melotchiropractic.com/","","","license_tenure_proxy","30","30","","","False","[]","50","Owner age = license_tenure_proxy or unknown. Tenure ~30 yrs. Capping L1 per insufficient verification.","60","30+ yrs combined experience claim. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Cedar Park (Williamson) — TX major metro priority county.","50","C_watch","Spine entry, live team-page not fetched in this run. 30+ yrs combined experience claim. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Parkway Family Chiropractic","Parkway Family Chiropractic","Sugar Land","Fort Bend","","","","https://www.parkwayfamilychirosugarland.com/","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Prenatal/pediatric/family Sugar Land. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Sugar Land (Fort Bend) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Prenatal/pediatric/family Sugar Land. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Scoliosis Treatment Center","Scoliosis Treatment Center Sugar Land","Sugar Land","Fort Bend","","","","https://www.scoliosistreatmentctr.com/","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Scoliosis specialty Sugar Land. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Sugar Land (Fort Bend) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Scoliosis specialty Sugar Land. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Medina Sports and Spine","Medina Chiropractic Sports & Spine","Sugar Land","Fort Bend","","","","https://medinasportsandspine.com/","Dr. Medina","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Sports & spine Sugar Land. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Sugar Land (Fort Bend) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Sports & spine Sugar Land. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Tondera Family Practice and Chiropractic","Tondera Family Practice","Houston","Harris","","","","","Dr. Tondera","","license_tenure_proxy","33","33","","","False","[]","50","Owner age = license_tenure_proxy or unknown. Tenure ~33 yrs. Capping L1 per insufficient verification.","60","since 1992 per search snippet; no website verified. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Houston (Harris) — TX major metro priority county.","50","C_watch","Spine entry, live team-page not fetched in this run. since 1992 per search snippet; no website verified. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Bellaire Chiropractic Clinic","Bellaire Chiropractic Clinic","Houston","Harris","","10786 Bellaire Blvd","","","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Bellaire premium ZIP; no website verified. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Houston (Harris) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Bellaire premium ZIP; no website verified. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"West University Wellness","Bellaire Chiropractic & Massage","Bellaire","Harris","77401","5107 Bellaire Blvd","","","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Bellaire premium ZIP; no website verified. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Bellaire (Harris) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Bellaire premium ZIP; no website verified. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
"Family Chiropractic Center","Family Chiropractic Center Houston","Houston","Harris","","","","","","","","","","","","False","[]","35","Owner age = license_tenure_proxy or unknown. Tenure ~None yrs. Capping L1 per insufficient verification.","60","Generic name; no website verified. Plausible SBA-financeable but unverified.","40","Live team-page fetch not completed — per skill non-negotiable, capping below A/B-tier gate.","75","Houston (Harris) — TX major metro priority county.","45","C_watch","Spine entry, live team-page not fetched in this run. Generic name; no website verified. Per skill non-negotiable §2, tier capped at C_watch until live-fetch completes.","Pending live verification.","low","0.25"
